Unit Name ,Fuel Type ,Month Unit in Service ,Year Unit in Service ,Dispatching ISO ,Dispatching ISO Zonal Location,Operating Capacity (Owner - GSC) (MW),Summer Capacity (Owner - GSC) (MW),Winter Capacity (Owner - GSC) (MW),Non-Fuel Variable O&M Costs per MWh (Owner) ($/MWh),Fuel Costs per MWh (Owner) ($/MWh),Variable Costs ($/MWh),Fixed O&M Costs per kW-Year (Owner) ($/kW-year)
CWLP - Jonesboro CT SN02,Gas,7,1999,MISO,Z8,22,19,22,5.284923,31.166464,36.451387,3.758241
CWLP - Jonesboro CT SN04,Gas,5,2000,MISO,Z8,49,46,49,5.284923,31.166464,36.451387,3.758241
CWLP - Jonesboro CT SN06,Gas,5,2003,MISO,Z8,49,46,49,5.284923,31.166464,36.451387,3.758241
CWLP - Jonesboro CT SN07,Gas,5,2007,MISO,Z8,49,46,49,5.284923,31.166464,36.451387,3.758241
Cypress Peaking Power CT HC1,Gas,1,2010,MISO,Z9,86,73,86,4.950947,22.717338,27.668285,3.440644
Cypress Peaking Power CT HC2,Gas,1,2010,MISO,Z9,86,73,86,4.950947,22.738201,27.689148,3.440644
D B Wilson ST 1,Coal,9,1984,MISO,Z6,417,417,417,3.20945,19.298392,22.507842,27.351801
D G Hunter IC 10,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
D G Hunter IC 11,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
D G Hunter IC 5,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
D G Hunter IC 6,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
D G Hunter IC 7,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
D G Hunter IC 8,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
D G Hunter IC 9,Gas,3,2016,MISO,Z9,8.6,8.6,8.6,11.520386,23.355272,34.875658,19.002238
Dallman ST 1,Coal,6,1968,MISO,Z4,73,73,73,3.744269,23.278497,27.022766,27.089245
Dallman ST 2,Coal,6,1972,MISO,Z4,65,65,65,3.744269,22.86997,26.614239,27.089245
Dallman ST 3,Coal,6,1978,MISO,Z4,188,188,188,3.744269,21.53881,25.283079,27.089245
Dallman ST 4,Coal,5,2009,MISO,Z4,208,208,208,3.744269,18.825383,22.569652,27.089245
Dan E Karn ST 1A,Gas,11,1959,MISO,Z7,255,255,255,6.88784,19.15473,26.04257,15.34678
Dan E Karn ST 2A,Gas,3,1961,MISO,Z7,260,260,260,6.88784,22.898231,29.786071,15.34678
Dan E Karn ST 3,Gas,1,1975,MISO,Z7,608,600,608,6.88784,70.176346,77.064186,15.34678
Dan E Karn ST 4,Gas,9,1977,MISO,Z7,611,603,611,6.88784,57.057439,63.945279,15.34678
Dansby CT 2,Gas,2,2004,ERCOT,North,48.1,47.1,48.1,4.484609,28.704396,33.189005,4.040264
Dansby CT 3,Gas,3,2010,ERCOT,North,48.1,47.1,48.1,4.484609,28.163106,32.647715,4.040264
Dansby ST 1,Gas,9,1978,ERCOT,North,110,110,110,13.137238,41.912094,55.049332,22.408073
Danskammer ST 1,Gas,12,1951,New York,Zone G (Hudson Valley),70.7,70.7,68.2,41.103521,45.940491,87.044012,26.183304
Danskammer ST 2,Gas,9,1954,New York,Zone G (Hudson Valley),65.7,65.7,65.5,41.103521,46.773183,87.876704,26.183304
Danskammer ST 3,Gas,10,1959,New York,Zone G (Hudson Valley),137.7,137.7,137.1,41.103521,39.16819,80.271711,15.66983
Danskammer ST 4,Gas,9,1967,New York,Zone G (Hudson Valley),225,221.7,225,41.103521,36.496944,77.600465,15.66983
Darby Electric Generating Stat CT GT1,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,68.369153,74.353583,3.362035
Darby Electric Generating Stat CT GT1,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,68.369153,74.353583,3.362035
Darby Electric Generating Stat CT GT2,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,68.097731,74.082161,3.362035
Darby Electric Generating Stat CT GT2,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,68.097731,74.082161,3.362035
Darby Electric Generating Stat CT GT3,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,68.220995,74.205425,3.362035
Darby Electric Generating Stat CT GT3,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,68.220995,74.205425,3.362035
Darby Electric Generating Stat CT GT4,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,67.965635,73.950065,3.362035
Darby Electric Generating Stat CT GT4,Gas,5,2001,PJM,AEP,42.25,36.25,42.25,5.98443,67.965635,73.950065,3.362035
Darby Electric Generating Stat CT GT5,Gas,5,2002,PJM,AEP,42.25,36.25,42.25,5.98443,67.451646,73.436076,3.362035
Darby Electric Generating Stat CT GT5,Gas,5,2002,PJM,AEP,42.25,36.25,42.25,5.98443,67.451646,73.436076,3.362035
Darby Electric Generating Stat CT GT6,Gas,5,2002,PJM,AEP,42.25,36.25,42.25,5.98443,68.137541,74.121971,3.362035
Darby Electric Generating Stat CT GT6,Gas,5,2002,PJM,AEP,42.25,36.25,42.25,5.98443,68.137541,74.121971,3.362035
Darbytown CT 1,Gas,5,1990,PJM,DOM,98,84,98,2.315016,34.884782,37.199798,2.360719
Darbytown CT 2,Gas,5,1990,PJM,DOM,97,84,97,2.315016,34.910364,37.22538,2.360719
Darbytown CT 3,Gas,4,1990,PJM,DOM,95,84,95,2.315016,35.157625,37.472641,2.360719
Darbytown CT 4,Gas,4,1990,PJM,DOM,97,84,97,2.315016,35.187768,37.502784,2.360719
Dartmouth Power Associates CC GEN1,Gas,3,1992,New England,SEMA,39.56,36.29,39.56,8.802449,30.621196,39.423645,28.226476
Dartmouth Power Associates CC GEN2,Gas,3,1992,New England,SEMA,28.14,25.81,28.14,8.802449,30.621196,39.423645,28.226476
Dartmouth Power Associates CT GEN3,Gas,9,2009,New England,SEMA,21.8,19.6,21.8,3.248567,39.364625,42.613192,5.659018
De Pere Energy Center CT01,Gas,6,1999,MISO,Z2,197.1,168.6,197.1,2.634339,29.953501,32.58784,3.099077
Dearborn Industrial Generation CT GTP1,Gas,6,1999,MISO,Z7,200,163,200,4.076479,29.126067,33.202546,5.325971
Decatur CFB GEN2,Coal,4,1987,MISO,Z4,31,31,31,4.010528,9.62361,13.634138,27.113022
Decatur CFB GEN3,Coal,4,1987,MISO,Z4,31,31,31,4.010528,9.72716,13.737688,27.113022
Decatur CFB GEN4,Coal,5,1987,MISO,Z4,31,31,31,4.010528,9.671998,13.682526,27.113022
Decatur CFB GEN5,Coal,12,1987,MISO,Z4,31,31,31,4.010528,9.653437,13.663965,27.113022
Decatur CFB GEN6,Coal,9,1994,MISO,Z4,31,31,31,4.010528,9.696093,13.706621,27.113022
Decatur CFB GEN7,Coal,4,1997,MISO,Z4,75,75,75,4.010528,9.684216,13.694744,27.113022
Decatur Plant Cogen CFB GEN1,Coal,1,1989,MISO,Z4,62,62,62,8.017651,9.350293,17.367944,18.970307
Decatur ST GEN8,Coal,4,2005,MISO,Z4,105,105,105,4.010528,9.690881,13.701409,27.113022
Decker Creek CT GT1,Gas,9,1988,ERCOT,South,60,52,60,4.780315,23.503005,28.28332,3.915941
Decker Creek CT GT2,Gas,9,1988,ERCOT,South,60,52,60,4.780315,22.150068,26.930383,3.915941
Decker Creek CT GT3,Gas,9,1988,ERCOT,South,60,52,60,4.780315,23.048203,27.828518,3.915941
Decker Creek CT GT4,Gas,9,1988,ERCOT,South,60,52,60,4.780315,23.145547,27.925862,3.915941
Decker Creek ST 1,Gas,7,1971,ERCOT,South,335,320,335,4.914918,31.182049,36.096967,12.2283
Decker Creek ST 2,Gas,1,1978,ERCOT,South,448,404,448,4.914918,30.488118,35.403036,12.2283
Decordova CT1,Gas,3,1990,ERCOT,North,88,71,88,32.920638,32.529068,65.449706,3.647625
Decordova CT2,Gas,3,1990,ERCOT,North,87,70,87,32.920638,32.086909,65.007547,3.647625
Decordova CT3,Gas,3,1990,ERCOT,North,86,70,86,32.920638,35.812538,68.733176,3.647625
Decordova CT4,Gas,3,1990,ERCOT,North,86,71,86,32.920638,33.843165,66.763803,3.647625
Deer Creek CC 01,Gas,8,2012,SPP,SPP,150,150,150,1.627825,19.365532,20.993357,10.555596
Deer Creek CC 02,Gas,8,2012,SPP,SPP,150,140,150,1.627825,19.365532,20.993357,10.555596
Deercroft Gas Recovery IC I-1,Gas,8,1999,MISO,Z6,0.8,0.8,0.8,18.183219,32.375786,50.559005,42.404788
Deercroft Gas Recovery IC I-2,Gas,8,1999,MISO,Z6,0.8,0.8,0.8,18.183219,32.375786,50.559005,42.404788
Deercroft Gas Recovery IC I-3,Gas,8,1999,MISO,Z6,0.8,0.8,0.8,18.183219,32.375786,50.559005,42.404788
Deercroft Gas Recovery IC I-4,Gas,8,1999,MISO,Z6,0.8,0.8,0.8,18.183219,32.375786,50.559005,42.404788
Deercroft Gas Recovery IC II-1,Gas,9,2007,MISO,Z6,0.8,0.8,0.8,18.183219,19.330938,37.514157,42.404788
Deercroft Gas Recovery IC II-2,Gas,9,2007,MISO,Z6,0.8,0.8,0.8,18.183219,19.330938,37.514157,42.404788
Deercroft Gas Recovery IC II-3,Gas,9,2007,MISO,Z6,0.8,0.8,0.8,18.183219,19.330938,37.514157,42.404788
Deercroft Gas Recovery IC II-4,Gas,9,2007,MISO,Z6,0.8,0.8,0.8,18.183219,19.330938,37.514157,42.404788
Delray CT 11-1,Gas,2,2000,MISO,Z7,80,64,80,12.940134,33.591897,46.532031,3.844529
Delray CT 12-1,Gas,2,2000,MISO,Z7,79,63,79,12.940134,36.136908,49.077042,3.844529
Delta Energy Center CC CTG1,Gas,5,2002,CAISO,NP-15,9.36,8.62,9.36,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC CTG1,Gas,5,2002,CAISO,NP-15,181.64,167.38,181.64,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC CTG2,Gas,5,2002,CAISO,NP-15,8.82,8.09,8.82,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC CTG2,Gas,5,2002,CAISO,NP-15,171.18,156.92,171.18,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC CTG3,Gas,5,2002,CAISO,NP-15,8.82,8.09,8.82,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC CTG3,Gas,5,2002,CAISO,NP-15,171.18,156.92,171.18,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC STG1,Gas,5,2002,CAISO,NP-15,14.09,12.89,14.09,1.294889,27.749083,29.043972,10.48822
Delta Energy Center CC STG1,Gas,5,2002,CAISO,NP-15,273.51,250.21,273.51,1.294889,27.749083,29.043972,10.48822
Denton Energy Center IC DEC1,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC10,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC11,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC12,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC2,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC3,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC4,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC5,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC6,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC7,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC8,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Denton Energy Center IC DEC9,Gas,7,2018,ERCOT,North,18.8,18.8,18.8,11.822576,20.786805,32.609381,37.803025
Des Moines ST GEN1,Coal,5,1988,MISO,Z3,7.9,7.9,7.9,9.84949,9.542883,19.392373,14.372759
Dickerson CT GT1,Gas,3,1967,PJM,PEPCO,18,18,18,4.698401,167.158016,171.856417,4.036365
Dickerson CT GT2,Gas,6,1992,PJM,PEPCO,167,147,167,4.698401,27.90549,32.603891,4.036365
Dickerson CT GT3,Gas,6,1992,PJM,PEPCO,167,147,167,4.698401,27.90549,32.603891,4.036365
Dickerson ST 2,Coal,4,1960,PJM,PEPCO,173,173,173,9.84949,40.693045,50.542535,26.654179
Dickerson ST 3,Coal,3,1962,PJM,PEPCO,173,173,173,9.84949,41.194145,51.043635,26.654179
Dickerson ST1,Coal,6,1959,PJM,PEPCO,173,173,173,9.84949,43.898163,53.747653,26.654179
Dicks Creek CT 1,Gas,9,1965,PJM,DEOK,110,92,110,73.978072,73.564862,147.542934,5.021718
Dicks Creek CT 3,Gas,6,1969,PJM,DEOK,19.5,14.2,19.5,73.978072,73.564862,147.542934,5.021718
Dicks Creek CT 4,Gas,10,1969,PJM,DEOK,21.4,15,21.4,73.978072,408.259147,482.237219,5.021718
Dicks Creek CT 5,Gas,10,1969,PJM,DEOK,21.4,15,21.4,73.978072,408.259147,482.237219,5.021718
Dighton Power Plant CC UNT1,Gas,7,1999,New England,SEMA,94.15,81.65,94.15,4.844117,27.350173,32.19429,16.476911
Dighton Power Plant CC UNT1,Gas,7,1999,New England,SEMA,47.08,40.83,47.08,4.844117,27.350173,32.19429,16.476911
Dighton Power Plant CC UNT1,Gas,7,1999,New England,SEMA,25.74,22.32,25.74,4.844117,27.350173,32.19429,16.476911
Dighton Power Plant CC UNT1,Gas,7,1999,New England,SEMA,21.33,18.5,21.33,4.844117,27.350173,32.19429,16.476911
Digital Fairfield FC DGR01,Gas,6,2018,New England,Connecticut,2,2,2,46.035764,17.250974,63.286738,0
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,42.25,38.67,42.25,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,6.26,5.73,6.26,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,32.29,29.55,32.29,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,1.52,1.39,1.52,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,13.82,12.65,13.82,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,2.89,2.65,2.89,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,19.89,18.2,19.89,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,20.28,18.56,20.28,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,33.47,30.63,33.47,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-1,Gas,6,2001,SPP,SPP,24.22,22.16,24.22,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,6.22,5.65,6.22,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,1.51,1.37,1.51,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,13.72,12.47,13.72,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,41.95,38.13,41.95,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,2.87,2.61,2.87,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,32.06,29.14,32.06,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,19.75,17.95,19.75,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,20.14,18.3,20.14,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,33.24,30.21,33.24,1.663608,20.993863,22.657471,10.929114
Dogwood CC CT-2,Gas,6,2001,SPP,SPP,24.05,21.86,24.05,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,19.99,17.87,19.99,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,4.19,3.74,4.19,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,61.12,54.62,61.12,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,9.06,8.09,9.06,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,2.19,1.96,2.19,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,46.71,41.74,46.71,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,28.76,25.7,28.76,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,29.33,26.21,29.33,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,48.42,43.27,48.42,1.663608,20.993863,22.657471,10.929114
Dogwood CC ST-1,Gas,2,2002,SPP,SPP,35.03,31.3,35.03,1.663608,20.993863,22.657471,10.929114
Dolet Hills ST 1,Coal,4,1986,SPP,SPP,321.25,321.25,319,8.38533,9.147215,17.532545,33.192344
Dolet Hills ST 1,Coal,4,1986,SPP,SPP,25.12,25.12,24.95,8.38533,9.147215,17.532545,33.192344
Dolet Hills ST 1,Coal,4,1986,SPP,SPP,258.48,258.48,256.67,8.38533,9.147215,17.532545,33.192344
Dolet Hills ST 1,Coal,4,1986,SPP,SPP,37.65,37.65,37.39,8.38533,9.147215,17.532545,33.192344
Dominion Bridgeport Fuel Cell FC 1A,Gas,12,2013,New England,Connecticut,2.98,2.74,2.98,46.035764,23.403931,69.439695,0
Dominion Bridgeport Fuel Cell FC 1B,Gas,12,2013,New England,Connecticut,2.98,2.74,2.98,46.035764,23.403931,69.439695,0
Dominion Bridgeport Fuel Cell FC 1C,Gas,12,2013,New England,Connecticut,2.98,2.74,2.98,46.035764,23.403931,69.439695,0
Dominion Bridgeport Fuel Cell FC 1D,Gas,12,2013,New England,Connecticut,2.98,2.74,2.98,46.035764,23.403931,69.439695,0
Dominion Bridgeport Fuel Cell FC 1E,Gas,12,2013,New England,Connecticut,2.98,2.74,2.98,46.035764,23.403931,69.439695,0
Don Henry CT 1,Gas,6,1972,SPP,SPP,18,18,18,271.635197,115.614399,387.249596,14.967474
Doswell CC GEN1,Gas,11,1991,PJM,DOM,122,104.7,122,1.109317,24.762307,25.871624,11.719636
Doswell CC GEN2,Gas,12,1991,PJM,DOM,122,104.7,122,1.109317,24.762307,25.871624,11.719636
Doswell CC GEN3,Gas,12,1991,PJM,DOM,132,123,132,1.109317,24.762307,25.871624,11.719636
Doswell CC GEN4,Gas,1,1992,PJM,DOM,122,104.7,122,1.109317,24.762307,25.871624,11.719636
Doswell CC GEN5,Gas,1,1992,PJM,DOM,122,104.7,122,1.109317,24.762307,25.871624,11.719636
Doswell CC GEN6,Gas,1,1992,PJM,DOM,132,123,132,1.109317,24.762307,25.871624,11.719636
Doswell CT GEN7,Gas,3,2001,PJM,DOM,188,170,188,1.53714,33.308502,34.845642,3.86782
Doswell CT GEN8,Gas,3,2018,PJM,DOM,188,165,188,1.53714,33.331021,34.868161,3.86782
Doswell CT GEN9,Gas,4,2018,PJM,DOM,188,165,188,1.53714,33.091819,34.628959,3.86782
Dover CT 6,Gas,9,1992,PJM,AEP,15.3,15.3,15.3,70.46292,37.273098,107.736018,13.449606
Dover ST 3,Coal,1,1954,PJM,AEP,8,8,8,9.84949,48.331542,58.181032,14.372759
Dover ST 4,Coal,6,1968,PJM,AEP,15.2,15.2,15.2,9.84949,48.300211,58.149701,14.372759
Dresden Energy CC 1,Gas,2,2012,PJM,AEP,183.3,158.3,183.3,1.382974,16.475902,17.858876,13.225579
Dresden Energy CC 2,Gas,2,2012,PJM,AEP,183.3,158.3,183.3,1.382974,16.475902,17.858876,13.225579
Dresden Energy CC 3,Gas,2,2012,PJM,AEP,258.4,223.4,258.4,1.382974,16.475902,17.858876,13.225579
Drews Generating CT D1,Gas,8,2001,CAISO,SP-15,11,9.5,11,88.642428,73.772334,162.414762,5.498663
Drews Generating CT D2,Gas,8,2001,CAISO,SP-15,11,9.5,11,88.642428,73.772334,162.414762,5.498663
Drews Generating CT D3,Gas,8,2001,CAISO,SP-15,11,9.5,11,88.642428,73.772334,162.414762,5.498663
Drews Generating CT D4,Gas,8,2001,CAISO,SP-15,11,9.5,11,88.642428,73.772334,162.414762,5.498663
Dunkirk ST 1,Coal,11,1950,New York,Zone A (West),75,75,75,2.757107,29.393079,32.150186,29.241608
Dunkirk ST 2,Coal,12,1950,New York,Zone A (West),75,75,75,2.757107,29.393079,32.150186,29.241608
Dunkirk ST 3,Coal,9,1959,New York,Zone A (West),185,185,185,2.757107,29.393079,32.150186,29.241608
Dunkirk ST4,Coal,8,1960,New York,Zone A (West),185,185,185,2.757107,29.393079,32.150186,29.241608
Dynegy Renaissance Power CT1,Gas,3,2002,MISO,Z7,194,163,194,1.53714,28.095712,29.632852,3.283844
Dynegy Renaissance Power CT2,Gas,3,2002,MISO,Z7,194,163,194,1.53714,28.743295,30.280435,3.283844
Dynegy Renaissance Power CT3,Gas,3,2002,MISO,Z7,194,163,194,1.53714,28.576578,30.113718,3.283844
Dynegy Renaissance Power CT4,Gas,3,2002,MISO,Z7,194,163,194,1.53714,28.418245,29.955385,3.283844
E D Edwards ST 2,Coal,6,1968,MISO,Z4,255,245,255,3.156629,18.814926,21.971555,27.266396
E D Edwards ST 3,Coal,6,1972,MISO,Z4,330,315,330,3.156629,18.814926,21.971555,27.266396
E.F. Barrett CT 10,Gas,6,1971,New York,Zone K (Long Island),49.7,39.6,49.7,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 11,Gas,6,1971,New York,Zone K (Long Island),49.7,40.1,49.7,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 12,Gas,6,1971,New York,Zone K (Long Island),49.3,40.9,49.3,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 3,Gas,6,1970,New York,Zone K (Long Island),20,17.2,20,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 4,Gas,7,1970,New York,Zone K (Long Island),19.2,17.1,19.2,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 5,Gas,7,1970,New York,Zone K (Long Island),19.9,17.3,19.9,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 6,Gas,7,1970,New York,Zone K (Long Island),20,17.8,20,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 8,Gas,7,1970,New York,Zone K (Long Island),20.4,16.9,20.4,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT 9,Gas,6,1971,New York,Zone K (Long Island),50.3,40.7,50.3,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT GT1,Gas,6,1970,New York,Zone K (Long Island),17.4,17.4,16,5.009652,43.094421,48.104073,16.550455
E.F. Barrett CT GT2,Gas,6,1970,New York,Zone K (Long Island),18.7,17.5,18.7,5.009652,43.094421,48.104073,16.550455
E.F. Barrett ST1,Gas,11,1956,New York,Zone K (Long Island),199.2,193,199.2,4.065973,30.476106,34.542079,22.826089
E.F. Barrett ST2,Gas,10,1963,New York,Zone K (Long Island),196,192.7,196,4.065973,29.634502,33.700475,22.826089
Eagle Point Power Generation CC GTG1,Gas,11,1990,PJM,PS,90,85,90,4.770729,22.284323,27.055052,17.23052
Eagle Point Power Generation CC GTG2,Gas,11,1990,PJM,PS,90,85,90,4.770729,22.284323,27.055052,17.23052
Eagle Point Power Generation CC STG1,Gas,4,1991,PJM,PS,45,40,45,4.770729,22.284323,27.055052,17.23052
Eagle Point Power Generation CC STG2,Gas,5,2016,PJM,PS,26.8,26.8,26.8,4.770729,22.284323,27.055052,17.23052
Eagle Valley CC GT1,Gas,4,2018,MISO,Z6,170.46,170.46,170.46,1.350049,16.943006,18.293055,9.644272
Eagle Valley CC GT1,Gas,4,2018,MISO,Z6,36.54,36.54,36.54,1.350049,16.943006,18.293055,9.644272
Eagle Valley CC GT2,Gas,4,2018,MISO,Z6,170.46,170.46,170.46,1.350049,16.943006,18.293055,9.644272
Eagle Valley CC GT2,Gas,4,2018,MISO,Z6,36.54,36.54,36.54,1.350049,16.943006,18.293055,9.644272
Eagle Valley CC STG1,Gas,4,2018,MISO,Z6,189.41,189.41,189.41,1.350049,16.943006,18.293055,9.644272
Eagle Valley CC STG1,Gas,4,2018,MISO,Z6,40.6,40.6,40.6,1.350049,16.943006,18.293055,9.644272
Earl F Wisdom CT 2,Gas,4,2004,SPP,SPP,40,38,40,5.773566,35.260737,41.034303,4.218722
Earl F Wisdom CT 2,Gas,4,2004,SPP,SPP,40,38,40,5.773566,35.260737,41.034303,4.218722
Earl F Wisdom ST 1,Gas,4,1960,SPP,SPP,38,37.5,38,41.103521,79.402667,120.506188,26.183304
East 12th St ST 4,Gas,6,1970,SPP,SPP,28.6,25.8,28.6,41.103521,27.775012,68.878533,26.183304
East Bend ST 2,Coal,3,1981,PJM,DAYTON,600,600,600,5.581518,21.086667,26.668185,60.213545
East Campus Utility Plant STG,Gas,11,2010,PJM,DEOK,1.2,1.2,1.2,3.141518,29.520974,32.662492,11.9629
East China Plant CT GT1,Gas,6,2002,MISO,Z7,96,78,96,2.201825,31.930011,34.131836,3.411304
East China Plant CT GT2,Gas,6,2002,MISO,Z7,96,78,96,2.201825,31.844977,34.046802,3.411304
East China Plant CT GT3,Gas,6,2002,MISO,Z7,96,78,96,2.201825,32.161866,34.363691,3.411304
East China Plant CT GT4,Gas,6,2002,MISO,Z7,96,78,96,2.201825,31.294527,33.496352,3.411304
East Vealmoor Gas Plant IC 1,Gas,3,1953,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 2,Gas,3,1953,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 3,Gas,3,1953,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 4,Gas,3,1953,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 5,Gas,2,1957,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 6,Gas,6,1973,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 7,Gas,8,1991,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
East Vealmoor Gas Plant IC 8,Gas,8,1991,ERCOT,West,0.3,0.3,0.3,15.141072,15.549981,30.691053,10.395876
Ebensburg Power Company CFB GEN1,Coal,5,1991,PJM,PENLC,50,50,50,5.072106,19.467788,24.539894,17.402158
